Id,SalePrice
1460,259948.60562468445
1471,212272.26223061336
1509,115488.22990997432
1922,111411.38673360596
433,426922.40372340905
460,282248.50692583574
1116,235511.02044223555
1137,176433.1010259837
53,189109.18097785066
2354,261542.24214937576
1475,203064.34832446612
1761,458874.7480031315
842,138363.75923791394
2739,160084.68534518214
2509,179539.1851698526
1007,227525.8127601554
2610,173944.76472904964
1952,108461.728583761
2719,157191.58782471475
2921,92079.26257454636
1966,133052.32067211537
292,135568.92501634505
1204,199657.46367106042
1829,264258.19763007015
2419,211400.06378911328
391,172307.62348503302
798,118331.81709287743
481,236566.5273207605
193,198070.0110964114
555,124363.63652788292
899,46114.93727130037
2357,197869.55692179102
328,131255.17500529002
1356,120927.03671998595
1154,107496.22207044484
1730,215370.133396398
2249,159920.28062317267
1119,274715.6793076887
2856,140898.12088259897
1394,123718.23078440866
2587,138504.1682859838
61,303906.583747445
2661,179389.9131294952
2711,115707.19720926014
1147,200207.76279555642
757,139136.47307194796
2623,67914.91795271327
2378,167444.23410270415
1413,139667.841661843
1722,226574.52661631905
1112,244796.59744986895
1623,194986.62607501206
1201,200745.89877835478
1513,107718.03143963151
957,492455.49652702047
1171,259770.0319864873
1145,215937.14241918034
2726,224050.4303229477
703,162235.7134464804
760,103660.77024353604
1964,134159.04504592885
2512,204728.86545390388
159,133026.6693556529
1281,170312.24641359117
468,209432.91357494242
290,139251.22554209162
665,119254.76009208441
1463,269750.8124533857
1792,227151.56535558242
923,118155.19834891625
500,255360.00283221222
1408,140589.89478588785
331,83567.21749526757
170,148054.8142350712
2192,92048.06580777324
2571,293746.8891933672
2314,180323.94527594742
2647,94403.13014217181
422,418882.00084282935
2457,336136.00002302136
1838,218940.35019046624
2805,261975.35022857573
1645,163640.6348624162
1711,297983.8254675395
2825,271737.3094079789
322,344513.3939376372
2103,258050.3111131677
342,109153.69908475148
600,113201.89134301463
488,188473.61446533052
1725,305096.64712009777
2246,244355.67606822288
2847,158113.97740971835
806,250084.1388526256
530,243575.86245809638
963,195978.8098552711
2678,108331.69380996277
171,88672.21918353727
2401,407787.69928036
805,245170.0493326887
2259,205257.26441511433
1748,232322.10660626643
1361,138097.35326131366
1677,119104.46027672468
1406,163726.2449268233
2322,268939.24021362304
688,147448.46670167855
143,117460.73294556662
804,231375.40281680194
1214,150641.37155924563
2828,144429.29140005718
1999,186696.74204970952
2467,206072.635785674
2665,176301.5667004648
1538,306221.3476057879
398,109319.47504624215
2822,136510.4352094934
2157,158487.1483622209
1856,186221.71329146353
1269,88405.81063158493
2570,102768.39898430754
2320,261392.7037984158
1517,126506.09154755174
2304,101232.9593067395
1312,106809.04695699678
2012,150349.93877484582
506,257288.13040267632
2865,206201.76089658347
2367,107594.02023938496
554,106604.47513527519
238,125010.43297277155
1954,107297.5347703252
2488,127803.2209038976
2291,98003.21929682407
1969,82332.8689657496
2725,158835.34235908257
1482,167700.82045675648
2763,207849.9445400016
503,247948.64970958405
1584,259424.5221454116
1531,155360.87901925354
2210,167102.84860297892
459,318517.53977538017
556,113071.05324729695
1347,138490.2927472061
1290,77733.25532335325
1388,88290.42407162758
1571,387029.2470210374
2754,215278.9469901227
765,152781.13715737773
2494,112575.54696879428
2870,226971.65292535452
7,223134.66618584967
1114,260802.94884048225
2418,277285.237772465
291,92413.20736890493
18,323380.48851571034
39,342604.1061910066
1001,254550.50103940084
2442,239963.87874329023
616,135063.0558980136
2680,34912.91148841297
1414,131152.19864107753
289,146893.15074759396
40,242542.91559397525
860,116192.21187997676
409,140159.60142845372
673,124496.63627204733
2427,188847.04752424886
2036,200615.13582395672
2564,143340.04116893967
642,152068.13974860293
1008,201333.11229143242
1908,159835.96556349832
2519,215747.790658547
1369,101368.81610234929
2855,158137.87786453104
712,98115.8176025576
1943,109479.44748372241
1958,131552.52646662868
107,183839.31647985787
2295,209563.51428501276
704,84932.75293054752
676,140315.292732764
259,187000.0420115424
93,276936.31733976875
106,250891.8864319783
2315,185867.5740629532
1050,102002.4246935097
1095,244160.718927031
2709,136641.36689342294
758,150608.46733849245
1496,147352.26442397747
2370,127176.97041320929
2458,273212.9196035261
2733,135952.90608089132
161,271357.2174116331
726,168103.10217526148
845,219756.70105041607
947,258122.5409528412
2232,98237.93884769638
2563,144010.0969813464
2299,120687.15007467635
211,100095.60231142805
605,175434.37283597968
1478,228426.38969827993
2247,247314.03983948877
2274,209549.9574378852
2869,203104.65251738354
967,228346.75889221622
2656,95594.88473500733
667,209032.18731674665
1042,112221.96843253437
2023,175206.51212421496
2447,345775.01485640835
2055,127215.21547208182
2275,290908.6704629394
2204,181926.31062068834
1563,259352.62324447636
483,224193.8335394168
796,155721.02920935277
1526,169823.7146863274
2042,160600.10698756625
442,335123.7255326994
1693,321020.6620147824
1468,240581.407643721
1430,192664.49761671646
2605,174849.21062966203
1529,200651.59338901498
335,129023.68236124978
1287,123071.87271835472
31,103153.4035685203
1785,302122.93909507024
82,174482.37268584126
2620,129132.4643242099
252,198025.7861567985
721,89070.13376305005
2165,203060.75370245476
2316,197777.20605167167
775,131131.30057238508
1558,114597.81265478628
17,208450.55812588715
1022,234347.80142384153
925,135319.2639814743
438,275796.5635218455
1270,129786.25458594071
1272,110319.6341623789
215,161537.43692195308
266,240561.87811354813
2402,282598.1578918431
1250,122890.91356606878
1984,98173.31239519484
1279,127373.12649313145
377,234651.79755549246
1252,116068.3459043339
2156,265435.40201209567
499,289040.25532799424
1374,152224.7027489038
2898,215082.09203835516
401,101617.03165507075
2721,177284.84950427793
2078,239576.8081624447
2589,134424.9767755145
1946,227251.57831526248
1334,124599.57608095836
2781,236656.13993601102
431,373437.54885238816
576,213574.5825305558
1474,227405.42795472537
2254,124834.04584246303
2155,278164.9396425907
885,101626.98330227789
643,130981.34645380132
1944,125022.0427942499
480,226695.29542682946
2845,102043.0349455614
2387,309209.64769338735
2407,214124.6464145546
2527,175551.90351962185
2514,179132.59660775718
629,161184.3186487035
80,214257.33537071527
1876,126446.6911664801
1546,100458.228847199
2518,187348.4166699403
2347,162922.2344443663
783,213144.03617720687
1322,53957.977073693735
194,98074.38121112803
1770,274738.25294229994
2143,148418.19861120795
1229,215745.7438750663
511,269802.0330740585
46,224202.07178183607
1348,192356.21275478808
2465,205496.041361224
387,243841.73397125778
873,227762.20587995337
1918,108931.92472735766
2764,258487.92429079048
2184,101600.98145381964
934,167460.1142044198
1920,115224.70591079016
2631,141999.25327222227
1768,492485.65411701775
2040,117291.99192259574
1749,239711.97979233533
834,246837.34772310566
1457,243685.2705954919
79,123634.57204448423
2302,97987.23485179272
1817,147748.06234318754
2755,229416.7315608977
359,202073.0363200305
2059,100979.29258381744
2092,259678.44218649514
2516,231876.37049274085
150,95157.06283749896
1656,152537.9843746984
83,105184.32035715014
2411,204160.71498027552
795,65302.022710261284
2312,231652.4676562137
2917,113748.85553734246
1624,199344.48557581005
2215,262391.14507617
1211,144559.65075674452
1485,177113.58160687648
1024,187330.34821657554
570,200461.71957637402
2874,142713.71628292798
700,148255.71100443386
2756,205497.29188485976
2022,168023.50691384266
583,229928.21169538776
2392,375214.75516969396
2424,206848.0210833352
212,92147.96221726213
736,124255.48345990299
1610,165331.5461002526
890,120676.9368161216
467,217055.49933080454
578,215768.33761242506
1747,207244.17280181116
1149,180369.030117957
2758,233827.25717595164
857,130019.18503507524
2219,273347.2143545201
733,105951.02660343412
2909,125489.37037010887
1798,268211.39047443087
235,134495.25030621438
2366,141553.97451406645
1027,131354.6871871693
1195,139174.3757601722
1303,56639.18642948667
148,187097.37628835722
608,167361.38721931813
2515,205763.9088896525
821,298976.41329353675
2500,269809.88716446364
745,100729.21757957578
741,120951.63185807207
1611,191121.5320524378
2532,125199.71446510611
1081,230792.77161708023
1692,373549.06126081257
2520,196017.61204600646
276,80051.56699875995
1992,124527.8055064946
663,49516.384222277295
418,119738.52839997102
1733,223154.96512504938
2359,140059.1261836508
253,198081.96513855716
1518,171914.27939704698
2035,157746.76980636086
2919,74214.37826479747
1540,237449.57786502902
2120,147102.697705922
1674,192192.93815794433
256,140173.37341165566
2361,92294.95313682227
978,91043.59778057353
2280,158259.48077984646
2095,231008.1493087668
1709,314511.79397457896
2801,237496.03561911543
1246,129443.4154626095
2373,111464.91363205007
1055,270088.91924727976
2017,141896.959532115
1099,260836.91075889426
1344,66550.8917520585
835,180741.0152564257
1117,221471.07641208984
2043,97486.80508014024
2085,122633.95296960251
410,169220.13895764865
2650,114101.15727222458
2867,173515.3005869464
1668,101855.5851631162
1161,191436.79863472984
2122,198544.61431153034
2539,127320.78578906224
1047,137425.4493515465
1445,123363.62615554078
541,133360.34516293727
569,216047.376772384
1276,128812.18037943626
918,146490.10060107606
326,175547.07957289185
1936,121245.76280477058
895,90954.83450918287
257,136020.0927253729
1241,165016.22549694031
1545,118249.64451535864
1189,178577.3076161037
270,156532.4650601249
2066,211175.53845482765
693,121963.40519347406
1259,184405.84761919748
2916,144359.7351811942
2321,284047.3425739759
1977,92410.46398700142
1895,147101.18981685326
1240,159802.57529392705
85,145030.95663413603
1823,106122.34322857574
825,292761.8743511278
110,232127.82453925782
697,140490.1653652071
2297,99041.25755853375
1231,129224.16393859356
1355,131553.52321572872
968,340996.1844525734
584,218950.17492032153
1315,120133.56660609573
1606,129062.7103152191
206,115594.35472597455
1685,332094.90118234314
2016,126535.92757065865
869,217218.0849225596
2135,123397.82890330238
2346,199742.71844429823
2430,235058.7836178172
2198,92156.76943371477
2652,124430.18964151325
27,109364.64307498667
241,174043.04149190246
906,143227.19875286517
1506,124536.40404420524
2098,332656.6363971812
1435,209514.92282425307
2213,113108.03299981504
1274,143340.00287017704
743,29450.96645826896
1737,200766.13148488753
2797,276682.2073263483
2185,46215.13357148887
58,189075.99488771203
830,209383.7955464196
808,102201.44992731739
680,139750.86026565926
1153,109630.52266049708
1291,153980.84376719632
1818,141051.20816825904
2161,206563.02022025673
1883,124132.73422381526
350,300724.7057064441
2473,145499.13382995583
295,177771.7293490701
293,196723.87680721664
859,133088.5032915085
288,85484.55807647313
1578,165770.28369239194
102,188298.8562779879
2831,184299.02890876753
1030,157180.05712214802
2551,127508.49059164664
1286,163291.1376826121
958,313600.2095227331
776,117054.76019035588
72,234611.89159958434
2263,254914.2470606326
1866,155552.9184453937
2876,73390.49189560962
2146,258049.53769915356
103,202360.23867810625
1500,145721.45688561362
492,206385.08507638265
167,129114.30173478462
2597,108516.23183819948
2685,118035.73439053493
1035,158902.680592892
1220,39974.994516994295
2602,167160.5757088887
2159,234774.01367314058
695,185328.79205160795
1109,252199.48774505898
640,174795.68317765498
1652,169460.79917115768
2090,192893.82172106163
1188,165130.23279350676
2345,228457.6158152469
1059,360188.25366520113
2751,235421.54906406262
128,191972.74989245387
1523,231119.75110557742
2925,164545.58603647366
2145,271873.8677957527
1121,216088.8308681648
566,266915.78920766397
565,233394.8525276274
1331,135673.2002773761
2928,109976.24117291064
156,131854.09053299177
797,146596.15359388938
327,93453.79759792596
2859,165459.257744793
1453,99991.95763458326
1762,310964.90188074857
1868,194847.56175542707
1760,186166.7879324058
1113,256626.2783277195
1812,204970.77435435398
117,149819.0685083096
1142,204684.33669651087
2342,367342.1613293063
927,140773.65980432063
2478,180487.2159561397
655,78403.93448209547
2064,131780.24847430625
369,258267.26398974608
2239,135890.30558069577
2732,199807.83374616635
1653,171221.53911287137
959,212755.06402782476
2395,330203.51704930596
1412,97572.94192654913
271,258510.77298860575
1484,171437.940561865
1497,147548.3845552467
552,142819.37518895787
2,112099.78628185604
1855,267901.1293338282
4,275535.5780178899
2292,173964.32545017113
134,131922.23902730396
646,105662.68207880986
42,301370.23089673975
532,219902.4664865697
713,101167.10927735607
2561,135029.73277374054
2360,135316.1291975205
1333,118579.74443928554
1407,236647.772876652
2892,303570.25135381136
574,231540.74774569445
1227,174415.09019515215
2591,262533.3013121153
1476,220321.3422977452
1125,272531.42158275994
1446,138879.15287505314
408,115190.47571693541
1101,287417.38193703117
2251,204542.67830089343
373,176062.93252788964
2554,123376.10159171288
2382,261629.5573342462
1985,79092.2118504734
519,224070.79434802054
1093,204863.62067765914
864,261595.25632862802
2889,143110.5248219649
2308,161803.64893058894
986,154452.51571038167
1302,144091.20141581426
585,157489.1884212872
2708,123942.48221682647
147,109402.405153172
1441,232834.25294820886
383,194074.93370544657
285,141640.1217174442
181,107863.19858751199
358,199399.256542323
780,165013.33217837164
258,203399.74449651872
1865,184754.68652891697
692,107412.46388338422
2902,310575.7442598969
508,247782.2541615235
2638,130817.12599772873
36,163572.19796932905
611,158270.92663567478
2281,136866.633287668
1678,147533.6760564575
1696,399766.0664547883
1557,63555.67660500086
2180,161765.21005156898
1726,227722.4751995584
951,141629.61234103996
267,245477.07330212955
2706,121806.99439238769
2221,214662.37413910285
1357,150409.65570518782
2901,311921.2211715762
347,189864.29545561722
2164,204537.49128961997
1586,313253.93021503487
360,178781.67898097422
1769,231983.2832969464
2617,149972.62410729373
1879,150241.1183787858
991,206511.34115953944
1535,111486.76708375593
1191,149111.28412767785
1579,220370.57963645933
1882,118771.35760608158
1510,123225.71046866206
2196,165052.5783314742
1845,183714.83992193636
2336,356435.36634425505
942,97633.31903170384
861,120979.49399059179
2555,103602.57680279762
1392,155272.8772224799
2099,258419.33979958438
1543,134532.3927515948
948,264031.2282141185
1239,155186.0417671397
22,212658.9464859809
2796,232810.12140415804
2747,198629.53316343235
92,288878.1694095497
210,187171.61162589918
1858,214796.86531954518
2228,161772.92777147642
447,213622.3809213177
827,251219.93827857552
1649,231257.47641632878
682,107657.89646757499
2698,118220.9377802228
494,178419.11832496434
214,90527.68728537828
2441,249944.20988381756
2679,101096.30420147954
1336,118693.79621791476
465,226815.61739947033
1524,152519.8912195784
2543,123515.63331058173
631,131499.35637783608
2452,291804.9794475059
228,163170.5348999071
126,154510.59479367748
1092,225134.84216544157
1122,216711.24466979297
932,202768.78987008185
1980,88624.99209044673
2171,116278.36124255121
551,160883.52458965444
2768,180045.21482521735
2056,101379.76844604188
1159,323776.519853406
2645,134482.665951333
1174,196932.85956525305
2266,230913.6953135916
2462,376404.72431815823
1219,139568.73612825872
2922,163785.64255960187
118,137103.15234549117
474,199181.41480703486
2576,137376.9271293048
872,280747.21572023816
1077,226658.62487932472
1536,131081.53319038756
1150,127043.0017403909
2341,271617.9505982887
1931,142107.20138395912
2785,122969.79069089034
2538,119150.7072195592
597,200190.94418615047
464,192076.22758736627
233,228130.25210139438
2169,131941.8027771749
2123,187687.05297263406
1867,164225.1331964339
137,232617.18397735592
515,227183.53000294106
933,123610.93298218196
2784,158160.330876378
972,174636.4415716653
599,162693.62509992416
2614,132403.25124994197
2582,151056.44378696516
1409,205095.7506430332
175,102955.96433761038
352,198314.73613184728
976,101145.95413221765
2134,218124.64665502965
984,102472.20072567745
2396,367666.4551657494
1673,141881.662603261
404,119821.25263274866
607,163776.64536178694
814,187258.12122920956
868,209145.81394872363
2271,209589.5953916967
1633,231401.11439796552
337,193913.38682572581
2765,171267.23378504935
1746,252749.12984507476
368,294647.81189503905
2806,218191.83039083044
1662,182744.37527472983
1234,223031.13274043842
1373,120741.4718231195
1672,99996.77604947516
1939,135065.76481869776
