,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_baths,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,total_sf,total_sf*total_qual,fireplace*fireplace_qu,beds*baths,garage_type_0,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,attached*built,mean,garage_type_0.1,garage_type_2Types.1,garage_type_Attchd.1,garage_type_Basment.1,garage_type_BuiltIn.1,garage_type_CarPort.1,garage_type_Detchd.1,garage_type_0.1.1,garage_type_2Types.1.1,garage_type_Attchd.1.1,garage_type_Basment.1.1,garage_type_BuiltIn.1.1,garage_type_CarPort.1.1,garage_type_Detchd.1.1,garage_type_0,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd
10,1044,527451290,160,RM,21.0,1680,0,0,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,1,5,387.0,1,0.0,96.0,483.0,GasA,3,0,0,483,504,0,987,0.0,0.0,1,1,2,1,3,4,7,0,0,Detchd,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,COD,85400,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470.0,8820.0,0,3.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11,2752,906380150,20,RL,64.0,7488,0,0,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,393.0,1,0.0,815.0,1208.0,GasA,5,0,0,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,2005.0,2,2.0,632.0,3,3,2,105,58,0,0,0,0,0,0,0,0,2,2006,WD ,183600,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416.0,16912.0,0,4.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12,807,906226060,70,RL,120.0,26400,0,0,4,Bnk,4,FR2,3,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,0,0,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,4,1,3,Attchd,1900.0,1,2.0,576.0,3,3,1,0,0,0,0,0,0,0,0,0,0,6,2009,WD ,131000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016.0,10080.0,3,4.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13,1177,533236070,160,FV,24.0,2645,0,1,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,813.0,1,0.0,147.0,960.0,GasA,5,0,0,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,7,0,0,Detchd,2000.0,1,2.0,480.0,3,3,2,169,0,0,0,0,0,0,0,0,0,12,2008,ConLD,200000,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2567.0,20536.0,0,10.5,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14,1480,907418040,20,RL,74.0,9627,0,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1327.0,1351.0,GasA,5,0,0,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,0,0,0,0,6,2008,WD ,193000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712.0,18984.0,0,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15,324,923202105,20,RL,93.0,10114,0,0,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,1,0.0,1,0.0,1430.0,1430.0,GasA,5,0,0,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,624.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2010,WD ,173500,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2860.0,14300.0,0,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16,1311,902301140,70,RM,34.0,4571,0,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,2,1,0,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,7,0,0,Detchd,1916.0,1,3.0,513.0,2,2,2,0,0,96,0,0,0,0,0,0,0,5,2008,COD,98000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1968.0,9840.0,0,4.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17,770,905101490,20,RL,80.0,8816,0,0,4,Lvl,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,3,651.0,1,0.0,470.0,1121.0,GasA,3,0,0,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1963.0,1,2.0,480.0,3,3,2,0,80,0,0,0,0,0,3,0,0,6,2009,WD ,139000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2242.0,11210.0,0,6.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18,2063,905107140,20,RL,71.0,8197,0,0,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,0,0,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,7,1,3,Attchd,1977.0,2,2.0,528.0,3,3,2,138,0,0,0,0,0,0,3,0,0,4,2007,WD ,143500,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1945.0,11670.0,3,4.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19,69,528458070,60,FV,72.0,8640,0,0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,24.0,1,0.0,732.0,756.0,GasA,5,0,0,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2009.0,1,2.0,614.0,3,3,2,169,45,0,0,0,0,0,0,0,0,6,2010,Con,215200,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2303.0,16121.0,0,7.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20,2062,905106150,20,RL,109.0,8724,0,0,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,4,492.0,1,0.0,402.0,894.0,GasA,4,0,0,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,1,1,Attchd,1968.0,3,2.0,450.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2007,WD ,129000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1788.0,8940.0,1,3.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,351,527131030,120,RL,40.0,5664,0,0,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1158.0,1,0.0,343.0,1501.0,GasA,5,0,0,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,5,Attchd,2000.0,3,2.0,499.0,3,3,2,212,59,0,0,0,0,0,0,0,0,10,2009,WD ,278000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3160.0,25280.0,5,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,2393,528142010,60,RL,103.0,12867,0,0,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,0,0.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1209.0,1209.0,GasA,5,0,0,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2005.0,3,2.0,575.0,3,3,2,243,142,0,0,0,0,0,0,0,0,7,2006,New,344133,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3462.0,27696.0,4,7.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,12,527165230,20,RL,69.05520046484602,7980,0,0,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,1,5,935.0,1,0.0,233.0,1168.0,GasA,5,0,0,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1992.0,3,2.0,420.0,3,3,2,483,21,0,0,0,0,0,4,Shed,500,3,2010,WD ,185000,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355.0,14130.0,0,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24,2339,527250040,190,RL,100.0,34650,0,0,4,Bnk,4,Inside,3,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,3,1056.0,1,0.0,0.0,1056.0,GasA,3,1,0,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1955.0,3,2.0,572.0,3,3,2,264,0,0,0,0,0,0,0,0,0,1,2006,WD ,145000,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112.0,10560.0,0,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25,624,535104120,20,RL,92.0,10573,0,0,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,3,1312.0,1,0.0,141.0,1453.0,GasA,5,0,0,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,1961.0,2,2.0,530.0,3,3,2,0,49,0,0,288,0,0,4,0,0,4,2009,WD ,187500,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2906.0,17436.0,3,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,86,532376160,20,RL,65.0,8450,0,0,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,6,553.0,4,117.0,224.0,894.0,GasA,5,0,0,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4,Detchd,1973.0,1,1.0,336.0,3,3,2,416,144,0,0,0,0,0,3,0,0,4,2010,WD ,138500,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1788.0,8940.0,4,6.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27,1534,909277040,50,RL,69.05520046484602,11700,0,1,3,HLS,4,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,4,606.0,1,0.0,336.0,942.0,GasA,5,0,0,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,6,1,4,Detchd,1937.0,1,1.0,240.0,3,3,2,0,40,0,0,0,0,0,0,0,0,7,2008,WD ,198000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,14400.0,4,8.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28,2243,911103060,190,C (all),75.0,8250,0,0,4,Lvl,4,Inside,3,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,957.0,957.0,GasA,2,1,0,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,133,0,0,0,0,0,0,0,6,2007,WD ,119600,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.0,14740.0,0,8.0,1,0,0,0,0,0,0,,181469.70160897123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1957,535450190,50,RL,60.0,8064,0,0,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,672.0,672.0,GasA,5,0,0,672,252,0,924,0.0,0.0,1,0,3,1,3,6,7,1,1,Detchd,2003.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,Shed,2000,7,2007,WD ,122900,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1596.0,7980.0,1,3.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
